product,url,price,amount,unit,nutriscore,carbs_100g,protein_100g,fat_100g,alcohol_100g,calories_100g,calories,protein,carbs,fat,alcohol,perc_calories_protein,perc_calories_carbs,perc_calories_fat,perc_calories_alcohol,price_1000_calories,price_100g_protein,price_100g_carbs,price_100g_fat
AH Goudse belegen 30+ geraspt,https://www.ah.nl/producten/product/wi130836/ah-goudse-belegen-30-geraspt,3.45,150.0,g,D,2.0,29.0,18.0,0.0,286.0,429.0,43.5,3.0,27.0,0.0,0.40559440559440557,0.027972027972027972,0.5664335664335665,0.0,8.041958041958042,7.931034482758621,115.0,12.777777777777779
AH Goudse jong 48+ geraspt voordeel,https://www.ah.nl/producten/product/wi56810/ah-goudse-jong-48-geraspt-voordeel,5.29,300.0,g,D,2.0,23.0,30.0,0.0,370.0,1110.0,69.0,6.0,90.0,0.0,0.24864864864864866,0.021621621621621623,0.7297297297297297,0.0,4.7657657657657655,7.666666666666667,88.16666666666667,5.877777777777778
AH Goudse jong belegen 30+ plakken,https://www.ah.nl/producten/product/wi136084/ah-goudse-jong-belegen-30-plakken,3.39,190.0,g,D,0.0,30.0,18.0,0.0,282.0,535.8,57.0,0.0,34.2,0.0,0.4255319148936171,0.0,0.574468085106383,0.0,6.326987681970885,5.947368421052632,inf,9.912280701754385
AH Goudse oud kaasblokjes 48+,https://www.ah.nl/producten/product/wi442722/ah-goudse-oud-kaasblokjes-48,3.0,160.0,g,E,0.0,28.0,36.0,0.0,436.0,697.6,44.8,0.0,57.6,0.0,0.2568807339449541,0.0,0.7431192660550459,0.0,4.3004587155963305,6.696428571428572,inf,5.208333333333333
Milner Jong belegen 30+ plakken,https://www.ah.nl/producten/product/wi421276/milner-jong-belegen-30-plakken,3.59,175.0,g,,0.0,29.0,18.0,0.0,278.0,486.5,50.75,0.0,31.5,0.0,0.4172661870503597,0.0,0.5827338129496403,0.0,7.379239465570401,7.073891625615763,inf,11.396825396825397
Old Amsterdam Voorgesneden borrelblokjes,https://www.ah.nl/producten/product/wi469815/old-amsterdam-voorgesneden-borrelblokjes,3.79,170.0,g,,0.0,26.0,33.0,0.0,401.0,681.7,44.2,0.0,56.1,0.0,0.2593516209476309,0.0,0.7406483790523691,0.0,5.5596303359248935,8.574660633484163,inf,6.755793226381462
AH Biologisch Runderrookvlees,https://www.ah.nl/producten/product/wi188574/ah-biologisch-runderrookvlees,3.39,100.0,g,D,0.7,19.0,2.0,0.0,96.8,96.8,19.0,0.7,2.0,0.0,0.7851239669421488,0.02892561983471074,0.18595041322314051,0.0,35.0206611570248,17.842105263157894,484.28571428571433,169.5
De Zaanse Hoeve Belegen 48+ plakken,https://www.ah.nl/producten/product/wi197228/de-zaanse-hoeve-belegen-48-plakken,3.05,250.0,g,D,0.0,24.0,32.0,0.0,384.0,960.0,60.0,0.0,80.0,0.0,0.25,0.0,0.75,0.0,3.1770833333333335,5.083333333333333,inf,3.8125
De Zaanse Hoeve Jong belegen 48+ stuk,https://www.ah.nl/producten/product/wi447743/de-zaanse-hoeve-jong-belegen-48-stuk,4.09,440.0,g,D,0.0,23.0,31.0,0.0,371.0,1632.4,101.2,0.0,136.4,0.0,0.24797843665768193,0.0,0.7520215633423181,0.0,2.5055133545699584,4.041501976284585,inf,2.998533724340176
AH Zaanlander Jong belegen 48+ stuk,https://www.ah.nl/producten/product/wi51245/ah-zaanlander-jong-belegen-48-stuk,7.22,435.0,g,D,0.0,24.0,31.0,0.0,375.0,1631.25,104.4,0.0,134.85,0.0,0.256,0.0,0.7439999999999999,0.0,4.426053639846743,6.915708812260536,inf,5.354097144975899
AH Biologisch Jong belegen 30+,https://www.ah.nl/producten/product/wi409195/ah-biologisch-jong-belegen-30,3.48,185.0,g,D,0.0,30.0,19.0,0.0,291.0,538.35,55.5,0.0,35.15,0.0,0.41237113402061853,0.0,0.5876288659793814,0.0,6.464196154917804,6.27027027027027,inf,9.900426742532007
AH Goudse jong belegen 48+ geraspt,https://www.ah.nl/producten/product/wi419547/ah-goudse-jong-belegen-48-geraspt,3.59,175.0,g,D,2.0,23.0,30.0,0.0,370.0,647.5,40.25,3.5,52.5,0.0,0.24864864864864866,0.021621621621621623,0.7297297297297297,0.0,5.544401544401544,8.919254658385093,102.57142857142857,6.838095238095238
AH Goudse komijn belegen 48+ plakken,https://www.ah.nl/producten/product/wi195363/ah-goudse-komijn-belegen-48-plakken,3.55,190.0,g,E,0.0,24.0,32.0,0.0,384.0,729.6,45.6,0.0,60.8,0.0,0.25,0.0,0.7499999999999999,0.0,4.865679824561403,7.785087719298246,inf,5.838815789473684
AH Zaanlander Zaanlander oud 48+ dunne plakken,https://www.ah.nl/producten/product/wi460806/ah-zaanlander-zaanlander-oud-48-dunne-plakken,3.43,143.0,g,E,0.0,27.0,35.0,0.0,423.0,604.89,38.61,0.0,50.05,0.0,0.2553191489361702,0.0,0.7446808510638298,0.0,5.670452478963117,8.883708883708884,inf,6.853146853146853
AH Goudse jong 48+ plakken,https://www.ah.nl/producten/product/wi59672/ah-goudse-jong-48-plakken,3.92,245.0,g,D,0.0,23.0,30.0,0.0,362.0,886.9,56.35,0.0,73.5,0.0,0.2541436464088398,0.0,0.7458563535911602,0.0,4.419889502762431,6.956521739130435,inf,5.333333333333333
Zanetti Burrata,https://www.ah.nl/producten/product/wi238951/zanetti-burrata,3.49,150.0,g,,2.0,8.0,24.0,0.0,256.0,384.0,12.0,3.0,36.0,0.0,0.125,0.03125,0.84375,0.0,9.088541666666666,29.083333333333332,116.33333333333333,9.694444444444445
AH Zaanlander Jong belegen komijn plakken,https://www.ah.nl/producten/product/wi198048/ah-zaanlander-jong-belegen-komijn-plakken,3.61,195.0,g,D,0.0,24.0,31.0,0.0,375.0,731.25,46.8,0.0,60.45,0.0,0.256,0.0,0.7440000000000001,0.0,4.936752136752137,7.713675213675214,inf,5.9718775847808105
Johma Garnalen salade,https://www.ah.nl/producten/product/wi367764/johma-garnalen-salade,3.39,175.0,g,,7.0,6.1,24.3,0.0,271.1,474.42500000000007,10.675,12.25,42.525,0.0,0.09000368867576539,0.10328292143120618,0.8067133898930282,0.0,7.145491911260999,31.756440281030443,27.6734693877551,7.9717813051146384
AH Goudse jong belegen 48+ plakken,https://www.ah.nl/producten/product/wi59673/ah-goudse-jong-belegen-48-plakken,4.11,245.0,g,D,0.0,23.0,31.0,0.0,371.0,908.95,56.35,0.0,75.95,0.0,0.24797843665768193,0.0,0.7520215633423181,0.0,4.521700863633863,7.293700088731145,inf,5.411454904542462
Beemster Oud 30+ plakken,https://www.ah.nl/producten/product/wi160592/beemster-oud-30-plakken,3.19,150.0,g,,0.0,33.1,19.8,0.0,310.6,465.9,49.65,0.0,29.7,0.0,0.42627173213135866,0.0,0.5737282678686414,0.0,6.846962867568148,6.424974823766365,inf,10.74074074074074
Maaslander Jong 30+ plakken,https://www.ah.nl/producten/product/wi494281/maaslander-jong-30-plakken,3.29,200.0,g,,0.0,28.6,18.1,0.0,277.3,554.6,57.2,0.0,36.2,0.0,0.4125495852866931,0.0,0.5874504147133068,0.0,5.932203389830509,5.751748251748252,inf,9.088397790055248
AH Greenfields Carpaccio,https://www.ah.nl/producten/product/wi123824/ah-greenfields-carpaccio,3.99,123.0,g,D,0.7,19.0,9.5,0.0,164.3,202.08900000000003,23.37,0.861,11.685,0.0,0.4625684723067559,0.017041996348143636,0.5203895313451004,0.0,19.743776256995677,17.073170731707318,463.4146341463415,34.146341463414636
AH Goudse jong belegen 30+ stuk,https://www.ah.nl/producten/product/wi486701/ah-goudse-jong-belegen-30-stuk,7.06,455.0,g,D,0.0,30.0,18.0,0.0,282.0,1283.1,136.5,0.0,81.9,0.0,0.425531914893617,0.0,0.574468085106383,0.0,5.502299119320396,5.172161172161172,inf,8.62026862026862
AH Grillworst,https://www.ah.nl/producten/product/wi55781/ah-grillworst,4.03,235.0,g,E,1.5,14.0,25.0,0.0,287.0,674.45,32.9,3.525,58.75,0.0,0.19512195121951217,0.020905923344947733,0.7839721254355401,0.0,5.975239083697828,12.249240121580547,114.32624113475178,6.859574468085106
De Zaanse Hoeve Jong 48+ stuk,https://www.ah.nl/producten/product/wi447742/de-zaanse-hoeve-jong-48-stuk,3.99,451.0,g,E,0.0,23.0,30.0,0.0,362.0,1632.62,103.73,0.0,135.3,0.0,0.2541436464088398,0.0,0.7458563535911603,0.0,2.443924489470912,3.8465246312542174,inf,2.9490022172949
AH Prosciutto di parma,https://www.ah.nl/producten/product/wi454461/ah-prosciutto-di-parma,3.19,90.0,g,D,0.3,27.0,16.0,0.0,253.2,227.88,24.3,0.27,14.4,0.0,0.4265402843601896,0.004739336492890996,0.5687203791469194,0.0,13.998595752150255,13.127572016460904,1181.4814814814813,22.15277777777778
AH Hummus pesto,https://www.ah.nl/producten/product/wi435671/ah-hummus-pesto,3.5,175.0,g,B,5.5,7.8,23.0,0.0,260.2,455.35,13.65,9.625,40.25,0.0,0.1199077632590315,0.08455034588777863,0.7955418908531898,0.0,7.686395080707148,25.64102564102564,36.36363636363637,8.695652173913043
Maaslander Jong belegen 30+ plakken,https://www.ah.nl/producten/product/wi494283/maaslander-jong-belegen-30-plakken,3.39,200.0,g,,0.0,29.0,18.7,0.0,284.29999999999995,568.5999999999999,58.0,0.0,37.4,0.0,0.4080196975026381,0.0,0.591980302497362,0.0,5.962011959198032,5.844827586206897,inf,9.064171122994653
AH Serranohamrolletjes met roomkaas,https://www.ah.nl/producten/product/wi217304/ah-serranohamrolletjes-met-roomkaas,3.25,85.0,g,E,1.2,17.0,25.0,0.0,297.8,253.13,14.45,1.02,21.25,0.0,0.22834116856950973,0.016118200134318333,0.755540631296172,0.0,12.839252557974163,22.49134948096886,318.62745098039215,15.294117647058824
AH Zaanlander Extra belegen 48+ plakken,https://www.ah.nl/producten/product/wi104396/ah-zaanlander-extra-belegen-48-plakken,4.6,215.0,g,E,0.0,26.0,34.0,0.0,410.0,881.5,55.9,0.0,73.1,0.0,0.25365853658536586,0.0,0.7463414634146341,0.0,5.218377765173001,8.228980322003578,inf,6.292749658002736
Beemster Oud 48+ plakken,https://www.ah.nl/producten/product/wi160591/beemster-oud-48-plakken,3.19,150.0,g,,0.0,26.3,33.2,0.0,404.0,606.0,39.45,0.0,49.8,0.0,0.2603960396039604,0.0,0.7396039603960396,0.0,5.264026402640264,8.086185044359949,inf,6.40562248995984
Zanetti Grana padano,https://www.ah.nl/producten/product/wi121123/zanetti-grana-padano,3.39,100.0,g,,0.0,33.0,29.0,0.0,393.0,393.0,33.0,0.0,29.0,0.0,0.33587786259541985,0.0,0.6641221374045801,0.0,8.625954198473282,10.272727272727273,inf,11.689655172413794
AH Geitenkaas jong belegen 50+ plakken,https://www.ah.nl/producten/product/wi188813/ah-geitenkaas-jong-belegen-50-plakken,4.45,230.0,g,D,0.0,25.0,32.0,0.0,388.0,892.4,57.5,0.0,73.6,0.0,0.2577319587628866,0.0,0.7422680412371134,0.0,4.98655311519498,7.739130434782608,inf,6.046195652173913
AH Scharrel kipfilet bieslook,https://www.ah.nl/producten/product/wi192850/ah-scharrel-kipfilet-bieslook,3.29,125.0,g,C,1.9,20.0,2.3,0.0,108.3,135.375,25.0,2.375,2.875,0.0,0.7386888273314867,0.07017543859649122,0.19113573407202217,0.0,24.30286241920591,13.16,138.52631578947367,114.43478260869566
Stegeman Licht pittige chorizo,https://www.ah.nl/producten/product/wi374019/stegeman-licht-pittige-chorizo,3.39,225.0,g,,0.2,21.0,48.0,0.0,516.8,1162.8,47.25,0.45,108.0,0.0,0.1625386996904025,0.0015479876160990713,0.8359133126934984,0.0,2.9153766769865843,7.174603174603175,753.3333333333334,3.138888888888889
Heks'nkaas Vegan,https://www.ah.nl/producten/product/wi498317/heks-nkaas-vegan,3.89,200.0,g,,9.9,0.4,47.0,0.0,464.2,928.4,0.8,19.8,94.0,0.0,0.003446790176647997,0.08530805687203792,0.9112451529513141,0.0,4.190004308487721,486.25,19.646464646464647,4.138297872340425
AH Ossenworst,https://www.ah.nl/producten/product/wi122534/ah-ossenworst,3.49,200.0,g,D,0.5,19.0,9.0,0.0,159.0,318.0,38.0,1.0,18.0,0.0,0.4779874213836478,0.012578616352201259,0.5094339622641509,0.0,10.974842767295597,9.18421052631579,349.0,19.38888888888889
De Zaanse Hoeve Belegen 48+ stuk,https://www.ah.nl/producten/product/wi454071/de-zaanse-hoeve-belegen-48-stuk,4.45,454.0,g,D,0.0,24.0,32.0,0.0,384.0,1743.36,108.96,0.0,145.28,0.0,0.25,0.0,0.75,0.0,2.55254221732746,4.084067547723936,inf,3.0630506607929515
AH Biologisch Parmigiano Reggiano stuk,https://www.ah.nl/producten/product/wi238913/ah-biologisch-parmigiano-reggiano-stuk,5.84,145.0,g,D,0.0,32.0,30.0,0.0,398.0,577.1,46.4,0.0,43.5,0.0,0.32160804020100503,0.0,0.6783919597989949,0.0,10.119563333910934,12.586206896551724,inf,13.425287356321839
Milner Jong 30+ plakken voordeel,https://www.ah.nl/producten/product/wi474817/milner-jong-30-plakken-voordeel,5.49,300.0,g,,0.0,29.0,18.0,0.0,278.0,834.0,87.0,0.0,54.0,0.0,0.4172661870503597,0.0,0.5827338129496403,0.0,6.58273381294964,6.310344827586207,inf,10.166666666666666
AH Goudse oud  48+ geraspt voordeel,https://www.ah.nl/producten/product/wi140100/ah-goudse-oud-48-geraspt-voordeel,6.49,300.0,g,E,2.0,26.0,34.0,0.0,418.0,1254.0,78.0,6.0,102.0,0.0,0.24880382775119617,0.019138755980861243,0.7320574162679426,0.0,5.175438596491228,8.320512820512821,108.16666666666667,6.362745098039215
Stegeman Fijne cervelaat,https://www.ah.nl/producten/product/wi374017/stegeman-fijne-cervelaat,3.19,225.0,g,,0.5,22.0,44.0,0.0,486.0,1093.5,49.5,1.125,99.0,0.0,0.18106995884773663,0.00411522633744856,0.8148148148148148,0.0,2.917238225880201,6.444444444444445,283.55555555555554,3.2222222222222223
Old Amsterdam Oud 35+ plakken,https://www.ah.nl/producten/product/wi224071/old-amsterdam-oud-35-plakken,4.71,210.0,g,,0.0,29.0,23.0,0.0,323.0,678.3,60.9,0.0,48.3,0.0,0.35913312693498456,0.0,0.6408668730650156,0.0,6.943830163644406,7.733990147783252,inf,9.751552795031056
Johma Pittige twentse kip salade,https://www.ah.nl/producten/product/wi413088/johma-pittige-twentse-kip-salade,3.19,175.0,g,,10.2,7.2,30.8,0.0,346.79999999999995,606.9,12.6,17.849999999999998,53.9,0.0,0.08304498269896193,0.1176470588235294,0.7993079584775086,0.0,5.256220135112869,25.31746031746032,17.871148459383754,5.918367346938775
Johma Plantaardige kip-samba salade,https://www.ah.nl/producten/product/wi515256/johma-plantaardige-kip-samba-salade,3.19,175.0,g,,14.6,5.6,34.6,0.0,392.20000000000005,686.3500000000001,9.799999999999999,25.55,60.55,0.0,0.057113717491075966,0.1489036206017338,0.7939826619071899,0.0,4.647774459095213,32.55102040816327,12.4853228962818,5.268373245251858
AH Goudse extra belegen 48+ stuk,https://www.ah.nl/producten/product/wi486698/ah-goudse-extra-belegen-48-stuk,8.53,525.0,g,E,0.0,26.0,33.0,0.0,401.0,2105.25,136.5,0.0,173.25,0.0,0.2593516209476309,0.0,0.7406483790523691,0.0,4.0517753235957725,6.249084249084248,inf,4.923520923520923
De Zaanse Hoeve Oud 48+ stuk,https://www.ah.nl/producten/product/wi454059/de-zaanse-hoeve-oud-48-stuk,4.79,444.0,g,E,0.0,27.0,34.0,0.0,414.0,1838.16,119.88,0.0,150.96,0.0,0.2608695652173913,0.0,0.7391304347826088,0.0,2.6058667363015187,3.9956623289956625,inf,3.173025967143614
Maaslander jong belegen geitenkaas plak,https://www.ah.nl/producten/product/wi232003/maaslander-jong-belegen-geitenkaas-plak,3.39,140.0,g,,0.0,22.3,30.6,0.0,364.6,510.44,31.22,0.0,42.84,0.0,0.24465167306637411,0.0,0.755348326933626,0.0,6.641329049447536,10.85842408712364,inf,7.913165266106442
Beemster Jong belegen 48+ stuk,https://www.ah.nl/producten/product/wi188824/beemster-jong-belegen-48-stuk,9.65,570.0,g,,0.0,25.0,31.0,0.0,379.0,2160.3,142.5,0.0,176.7,0.0,0.2638522427440633,0.0,0.7361477572559366,0.0,4.466972179789844,6.771929824561403,inf,5.461233729485003
AH Biologisch Rosbief,https://www.ah.nl/producten/product/wi281000/ah-biologisch-rosbief,3.69,100.0,g,A,0.0,23.0,2.8,0.0,117.2,117.2,23.0,0.0,2.8,0.0,0.7849829351535836,0.0,0.21501706484641636,0.0,31.484641638225256,16.043478260869566,inf,131.7857142857143
Streeckgenoten Rookvlees,https://www.ah.nl/producten/product/wi484084/streeckgenoten-rookvlees,3.25,100.0,g,,0.5,25.0,1.5,0.0,115.5,115.5,25.0,0.5,1.5,0.0,0.8658008658008658,0.017316017316017316,0.11688311688311688,0.0,28.138528138528137,13.0,650.0,216.66666666666666
Johma Kip-sambasalade XL,https://www.ah.nl/producten/product/wi494458/johma-kip-sambasalade-xl,3.99,300.0,g,,11.6,9.1,31.1,0.0,362.70000000000005,1088.1000000000001,27.3,34.8,93.3,0.0,0.10035842293906809,0.12792941825199888,0.7717121588089328,0.0,3.6669423766197955,14.615384615384615,11.465517241379311,4.276527331189711
AH Excellent Fuet Iberico manchego,https://www.ah.nl/producten/product/wi426441/ah-excellent-fuet-iberico-manchego,3.79,150.0,g,E,2.0,27.0,38.0,0.0,458.0,687.0,40.5,3.0,57.0,0.0,0.23580786026200873,0.017467248908296942,0.7467248908296943,0.0,5.516739446870451,9.358024691358025,126.33333333333333,6.649122807017544
AH Geitenkaas jong belegen 30+ plakken,https://www.ah.nl/producten/product/wi228222/ah-geitenkaas-jong-belegen-30-plakken,4.97,245.0,g,D,0.0,33.0,19.0,0.0,303.0,742.35,80.85,0.0,46.55,0.0,0.4356435643564356,0.0,0.5643564356435643,0.0,6.694955209806695,6.147186147186147,inf,10.67669172932331
AH Trio van tapenade,https://www.ah.nl/producten/product/wi408870/ah-trio-van-tapenade,3.25,180.0,g,D,3.9,1.3,35.0,0.0,335.8,604.44,2.34,7.02,63.0,0.0,0.015485407980941035,0.0464562239428231,0.9380583680762358,0.0,5.376877771160082,138.88888888888889,46.2962962962963,5.158730158730159
Johma plantaardige tonijn salade,https://www.ah.nl/producten/product/wi515258/johma-plantaardige-tonijn-salade,3.19,175.0,g,,5.8,5.0,47.0,0.0,466.2,815.85,8.75,10.15,82.25,0.0,0.0429000429000429,0.049764049764049766,0.9073359073359073,0.0,3.910032481461053,36.457142857142856,31.428571428571427,3.878419452887538
AH Goudse jong komijn 48+ plakken,https://www.ah.nl/producten/product/wi197933/ah-goudse-jong-komijn-48-plakken,4.08,245.0,g,D,0.0,23.0,30.0,0.0,362.0,886.9,56.35,0.0,73.5,0.0,0.2541436464088398,0.0,0.7458563535911602,0.0,4.6002931559364075,7.240461401952085,inf,5.551020408163265
AH Excellent Prosciutto di Parma D.O.P.,https://www.ah.nl/producten/product/wi419916/ah-excellent-prosciutto-di-parma-d-o-p,3.99,80.0,g,D,0.5,28.0,15.0,0.0,249.0,199.2,22.4,0.4,12.0,0.0,0.4497991967871486,0.008032128514056226,0.5421686746987953,0.0,20.03012048192771,17.8125,997.5,33.25
AH Zaanlander Zaanlander oud 35+ plakken,https://www.ah.nl/producten/product/wi440459/ah-zaanlander-zaanlander-oud-35-plakken,3.37,177.0,g,E,0.0,31.0,23.0,0.0,331.0,585.87,54.87,0.0,40.71,0.0,0.37462235649546827,0.0,0.6253776435045317,0.0,5.7521293119634045,6.141789684709313,inf,8.278064357651683
Galbani Burrata,https://www.ah.nl/producten/product/wi462714/galbani-burrata,3.29,150.0,g,,2.0,8.0,24.0,0.0,256.0,384.0,12.0,3.0,36.0,0.0,0.125,0.03125,0.84375,0.0,8.567708333333334,27.416666666666668,109.66666666666667,9.13888888888889
AH Gatenkaas jong belegen 45+ plakken,https://www.ah.nl/producten/product/wi173446/ah-gatenkaas-jong-belegen-45-plakken,3.89,250.0,g,D,0.0,27.0,29.0,0.0,369.0,922.5,67.5,0.0,72.5,0.0,0.2926829268292683,0.0,0.7073170731707317,0.0,4.2168021680216805,5.762962962962963,inf,5.36551724137931
De Zaanse Hoeve Oud 48+ plak,https://www.ah.nl/producten/product/wi197229/de-zaanse-hoeve-oud-48-plak,3.49,250.0,g,E,0.0,26.0,35.0,0.0,419.0,1047.5,65.0,0.0,87.5,0.0,0.24821002386634844,0.0,0.7517899761336515,0.0,3.331742243436754,5.369230769230769,inf,3.9885714285714284
Stegeman Mild gekruide salami,https://www.ah.nl/producten/product/wi374018/stegeman-mild-gekruide-salami,3.39,225.0,g,,0.5,22.0,44.0,0.0,486.0,1093.5,49.5,1.125,99.0,0.0,0.18106995884773663,0.00411522633744856,0.8148148148148148,0.0,3.1001371742112482,6.848484848484849,301.3333333333333,3.4242424242424243
AH Excellent Serrano ham,https://www.ah.nl/producten/product/wi519272/ah-excellent-serrano-ham,3.49,100.0,g,D,0.1,32.0,12.0,0.0,236.4,236.4,32.0,0.1,12.0,0.0,0.5414551607445008,0.0016920473773265653,0.45685279187817257,0.0,14.763113367174281,10.90625,3490.0,29.083333333333332
Beemster Belegen 48+ stuk,https://www.ah.nl/producten/product/wi188823/beemster-belegen-48-stuk,8.36,450.0,g,,0.0,25.0,32.0,0.0,388.0,1746.0,112.5,0.0,144.0,0.0,0.25773195876288657,0.0,0.7422680412371134,0.0,4.788087056128293,7.431111111111111,inf,5.805555555555555
AH Groene olijven met knoflook,https://www.ah.nl/producten/product/wi217336/ah-groene-olijven-met-knoflook,3.5,260.0,g,D,2.1,1.1,26.0,0.0,246.8,641.68,2.86,5.46,67.6,0.0,0.017828200972447326,0.0340356564019449,0.9481361426256079,0.0,5.454432115696298,122.37762237762239,64.1025641025641,5.177514792899409
AH Biologisch Belegen 50+ stuk,https://www.ah.nl/producten/product/wi224694/ah-biologisch-belegen-50-stuk,7.65,405.0,g,D,0.0,27.0,33.0,0.0,405.0,1640.25,109.35,0.0,133.65,0.0,0.26666666666666666,0.0,0.7333333333333334,0.0,4.663923182441701,6.995884773662552,inf,5.723905723905724
AH Zalmrolletjes met roomkaas,https://www.ah.nl/producten/product/wi421147/ah-zalmrolletjes-met-roomkaas,3.75,80.0,g,E,1.0,15.0,22.0,0.0,262.0,209.6,12.0,0.8,17.6,0.0,0.22900763358778625,0.015267175572519085,0.7557251908396947,0.0,17.891221374045802,31.25,468.75,21.30681818181818
Zanetti Bio burrata,https://www.ah.nl/producten/product/wi516376/zanetti-bio-burrata,3.19,125.0,g,,0.8,9.1,23.0,0.0,246.6,308.25,11.375,1.0,28.75,0.0,0.14760746147607462,0.012976480129764802,0.8394160583941606,0.0,10.348742903487429,28.043956043956044,319.0,11.095652173913043
Milner Belegen 30+ plakken voordeel,https://www.ah.nl/producten/product/wi474819/milner-belegen-30-plakken-voordeel,5.85,300.0,g,,0.0,30.0,19.0,0.0,291.0,873.0,90.0,0.0,57.0,0.0,0.41237113402061853,0.0,0.5876288659793815,0.0,6.701030927835052,6.5,inf,10.263157894736842
AH Grillworst zaanlanderkaas,https://www.ah.nl/producten/product/wi171460/ah-grillworst-zaanlanderkaas,4.03,235.0,g,E,4.5,14.0,21.0,0.0,263.0,618.05,32.9,10.575,49.35,0.0,0.2129277566539924,0.06844106463878327,0.7186311787072245,0.0,6.520508049510559,12.249240121580547,38.10874704491726,8.166160081053699
AH Spaanse besos de fuet,https://www.ah.nl/producten/product/wi378879/ah-spaanse-besos-de-fuet,3.25,86.0,g,E,2.0,24.0,44.0,0.0,500.0,430.0,20.64,1.72,37.84,0.0,0.192,0.016,0.7920000000000001,0.0,7.558139534883721,15.746124031007751,188.95348837209303,8.588794926004228
Johma Pittige tonijn salade,https://www.ah.nl/producten/product/wi475898/johma-pittige-tonijn-salade,3.59,175.0,g,,6.5,10.6,23.3,0.0,278.1,486.67500000000007,18.55,11.375,40.775,0.0,0.15246314275440487,0.0934915498022294,0.7540453074433655,0.0,7.376586017362715,19.35309973045822,31.560439560439562,8.80441446965052
Apetina White cheese in brine,https://www.ah.nl/producten/product/wi497495/apetina-white-cheese-in-brine,3.15,430.0,g,,0.5,15.0,22.0,0.0,260.0,1118.0,64.5,2.15,94.6,0.0,0.23076923076923078,0.007692307692307692,0.7615384615384615,0.0,2.817531305903399,4.883720930232558,146.51162790697674,3.3298097251585626
