product,url,price,amount,unit,nutriscore,carbs_100g,protein_100g,fat_100g,alcohol_100g,calories_100g,calories,protein,carbs,fat,alcohol,perc_calories_protein,perc_calories_carbs,perc_calories_fat,perc_calories_alcohol,price_1000_calories,price_100g_protein,price_100g_carbs,price_100g_fat
AH Rodekool met appel deelblokjes,https://www.ah.nl/producten/product/wi63685/ah-rodekool-met-appel-deelblokjes,0.99,450.0,g,B,9.9,1.6,0.9,0.0,54.1,243.45,7.2,44.55,4.05,0.0,0.11829944547134937,0.7319778188539741,0.1497227356746765,0.0,4.066543438077634,13.75,2.2222222222222223,24.444444444444446
AH Jonge bladsla met rucola kleinverpakking,https://www.ah.nl/producten/product/wi435437/ah-jonge-bladsla-met-rucola-kleinverpakking,1.29,50.0,g,A,0.2,1.8,0.4,0.0,11.6,5.8,0.9,0.1,0.2,0.0,0.6206896551724138,0.06896551724137931,0.3103448275862069,0.0,222.41379310344828,143.33333333333334,1290.0,645.0
Knorr Veggie wraps bieten,https://www.ah.nl/producten/product/wi483540/knorr-veggie-wraps-bieten,2.79,372.0,g,,52.0,9.9,5.4,0.0,296.2,1101.864,36.828,193.44,20.088,0.0,0.1336934503713707,0.7022282241728561,0.1640783254557731,0.0,2.5320729237002024,7.575757575757575,1.4423076923076923,13.888888888888888
AH Ijsbergsla grootverpakking,https://www.ah.nl/producten/product/wi168153/ah-ijsbergsla-grootverpakking,1.99,400.0,g,A,1.4,1.0,0.2,0.0,11.4,45.6,4.0,5.6,0.8,0.0,0.3508771929824561,0.49122807017543857,0.15789473684210525,0.0,43.64035087719298,49.75,35.535714285714285,248.75
AH Rode druiven pitloos,https://www.ah.nl/producten/product/wi215520/ah-rode-druiven-pitloos,1.79,250.0,g,A,17.0,0.6,0.2,0.0,72.2,180.5,1.5,42.5,0.5,0.0,0.0332409972299169,0.9418282548476454,0.024930747922437674,0.0,9.916897506925208,119.33333333333333,4.211764705882353,358.0
AH Gesneden champignons,https://www.ah.nl/producten/product/wi41113/ah-gesneden-champignons,1.59,125.0,g,A,0.4,2.3,0.5,0.0,15.299999999999999,19.124999999999996,2.875,0.5,0.625,0.0,0.6013071895424837,0.10457516339869283,0.2941176470588236,0.0,83.1372549019608,55.30434782608695,318.0,254.4
AH Rauwkost komkommer,https://www.ah.nl/producten/product/wi197384/ah-rauwkost-komkommer,2.19,150.0,g,A,2.4,1.0,0.2,0.0,15.4,23.1,1.5,3.6,0.3,0.0,0.2597402597402597,0.6233766233766234,0.11688311688311687,0.0,94.8051948051948,146.0,60.83333333333333,730.0
AH Sugar snaps,https://www.ah.nl/producten/product/wi504991/ah-sugar-snaps,2.39,250.0,g,A,5.0,2.0,0.0,0.0,28.0,70.0,5.0,12.5,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,34.142857142857146,47.8,19.12,inf
AH Stukjes ananas op sap,https://www.ah.nl/producten/product/wi509290/ah-stukjes-ananas-op-sap,1.79,567.0,g,A,13.0,0.3,0.1,0.0,54.1,306.747,1.7009999999999998,73.71,0.5670000000000001,0.0,0.022181146025878,0.9611829944547133,0.016635859519408505,0.0,5.83542789334533,105.23221634332747,2.4284357617690953,315.6966490299823
AH Knoflook gemalen poeder,https://www.ah.nl/producten/product/wi197973/ah-knoflook-gemalen-poeder,0.99,70.0,g,D,71.0,18.0,0.6,0.0,361.4,252.98,12.6,49.7,0.42,0.0,0.1992252351964582,0.7858328721638075,0.014941892639734366,0.0,3.913352834216144,7.857142857142858,1.9919517102615694,235.71428571428572
AH Bloemkool kleinverpakking,https://www.ah.nl/producten/product/wi230674/ah-bloemkool-kleinverpakking,2.09,200.0,g,A,3.0,1.9,0.2,0.0,21.400000000000002,42.8,3.8,6.0,0.4,0.0,0.35514018691588783,0.5607476635514019,0.08411214953271029,0.0,48.831775700934585,55.0,34.833333333333336,522.5
AH Rode kool met appel,https://www.ah.nl/producten/product/wi57859/ah-rode-kool-met-appel,0.79,340.0,g,A,9.4,1.3,0.0,0.0,42.800000000000004,145.52,4.42,31.96,0.0,0.0,0.12149532710280372,0.8785046728971962,0.0,0.0,5.428807036833424,17.873303167420815,2.471839799749687,inf
AH Kruimig,https://www.ah.nl/producten/product/wi123955/ah-kruimig,1.89,1000.0,g,A,19.0,2.0,0.0,0.0,84.0,840.0,20.0,190.0,0.0,0.0,0.09523809523809523,0.9047619047619048,0.0,0.0,2.25,9.45,0.9947368421052631,inf
Bonduelle Zwarte bonen,https://www.ah.nl/producten/product/wi171796/bonduelle-zwarte-bonen,1.59,400.0,g,A,13.1,7.3,1.1,0.0,91.5,366.0,29.2,52.4,4.4,0.0,0.3191256830601093,0.5726775956284152,0.10819672131147541,0.0,4.344262295081967,5.445205479452055,3.034351145038168,36.13636363636363
AH Biologisch Witte kool,https://www.ah.nl/producten/product/wi160716/ah-biologisch-witte-kool,2.19,300.0,g,A,4.0,2.0,0.0,0.0,24.0,72.0,6.0,12.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,30.416666666666668,36.5,18.25,inf
AH Wortelen,https://www.ah.nl/producten/product/wi39144/ah-wortelen,0.95,680.0,g,A,2.7,0.5,0.5,0.0,17.3,117.64,3.4,18.360000000000003,3.4,0.0,0.11560693641618497,0.624277456647399,0.26011560693641617,0.0,8.075484529071744,27.941176470588236,5.17429193899782,27.941176470588236
Discover Fresh Tuinkers,https://www.ah.nl/producten/product/wi41245/discover-fresh-tuinkers,1.0,20.0,g,,1.0,0.5,0.5,0.0,10.5,2.1,0.1,0.2,0.1,0.0,0.19047619047619047,0.38095238095238093,0.42857142857142855,0.0,476.19047619047615,1000.0,500.0,1000.0
Bonduelle Doperwtjes zeer fijn,https://www.ah.nl/producten/product/wi195561/bonduelle-doperwtjes-zeer-fijn,0.89,160.0,g,A,7.7,6.0,1.0,0.0,63.8,102.08,9.6,12.32,1.6,0.0,0.3761755485893417,0.4827586206896552,0.14106583072100315,0.0,8.718652037617556,9.270833333333334,7.224025974025974,55.625
AH Spicy pumpkin,https://www.ah.nl/producten/product/wi471788/ah-spicy-pumpkin,1.0,125.0,ml,B,5.9,0.7,0.0,0.0,26.400000000000002,33.00000000000001,0.875,7.375,0.0,0.0,0.10606060606060604,0.8939393939393937,0.0,0.0,30.303030303030297,114.28571428571429,13.559322033898304,inf
AH Doperwten,https://www.ah.nl/producten/product/wi838/ah-doperwten,1.19,350.0,g,A,6.2,5.2,1.0,0.0,54.6,191.1,18.2,21.7,3.5,0.0,0.38095238095238093,0.4542124542124542,0.16483516483516483,0.0,6.227106227106227,6.538461538461538,5.483870967741936,34.0
AH Paddenstoelen voor pasta,https://www.ah.nl/producten/product/wi206455/ah-paddenstoelen-voor-pasta,2.99,200.0,g,A,4.9,2.7,0.2,0.0,32.2,64.4,5.4,9.8,0.4,0.0,0.3354037267080745,0.6086956521739131,0.05590062111801242,0.0,46.42857142857142,55.37037037037037,30.51020408163265,747.5
AH Vers sap sinaasappel aardbei,https://www.ah.nl/producten/product/wi62366/ah-vers-sap-sinaasappel-aardbei,2.29,500.0,ml,B,9.3,0.7,0.0,0.0,40.0,200.0,3.5,46.5,0.0,0.0,0.07,0.93,0.0,0.0,11.45,65.42857142857143,4.924731182795699,inf
AH Biologisch Aardappelschijfjes,https://www.ah.nl/producten/product/wi101131/ah-biologisch-aardappelschijfjes,1.69,450.0,g,A,18.0,2.2,0.4,0.0,84.39999999999999,379.79999999999995,9.9,81.0,1.8,0.0,0.10426540284360192,0.8530805687203793,0.04265402843601896,0.0,4.449710373880991,17.07070707070707,2.0864197530864197,93.88888888888889
AH Biologisch Tauge,https://www.ah.nl/producten/product/wi235200/ah-biologisch-tauge,1.25,100.0,g,A,3.0,5.0,1.0,0.0,41.0,41.0,5.0,3.0,1.0,0.0,0.4878048780487805,0.2926829268292683,0.21951219512195122,0.0,30.48780487804878,25.0,41.666666666666664,125.0
AH Gesneden uien,https://www.ah.nl/producten/product/wi41078/ah-gesneden-uien,1.39,150.0,g,A,6.3,1.3,0.2,0.0,32.199999999999996,48.29999999999999,1.95,9.45,0.3,0.0,0.1614906832298137,0.7826086956521741,0.05590062111801243,0.0,28.778467908902698,71.28205128205128,14.70899470899471,463.33333333333337
AH Biologisch Mandarijnen,https://www.ah.nl/producten/product/wi237311/ah-biologisch-mandarijnen,2.99,750.0,g,A,9.9,0.7,0.1,0.0,43.3,324.74999999999994,5.25,74.25,0.75,0.0,0.06466512702078524,0.9145496535796769,0.02078521939953811,0.0,9.207082371054659,56.95238095238095,4.026936026936027,398.6666666666667
AH Eikenblad slamelange grootverpakking,https://www.ah.nl/producten/product/wi155599/ah-eikenblad-slamelange-grootverpakking,2.59,200.0,g,A,0.9,1.6,0.4,0.0,13.6,27.2,3.2,1.8,0.8,0.0,0.4705882352941177,0.2647058823529412,0.2647058823529412,0.0,95.22058823529412,80.9375,143.88888888888889,323.75
AH Doosje met blauwe bessen,https://www.ah.nl/producten/product/wi162671/ah-doosje-met-blauwe-bessen,2.29,250.0,g,A,9.5,0.4,0.6,0.0,45.0,112.5,1.0,23.75,1.5,0.0,0.035555555555555556,0.8444444444444444,0.12,0.0,20.355555555555554,229.0,9.642105263157895,152.66666666666666
AH Mini krieltjes bistro,https://www.ah.nl/producten/product/wi525254/ah-mini-krieltjes-bistro,1.09,450.0,g,A,18.0,2.0,1.8,0.0,96.2,432.9,9.0,81.0,8.1,0.0,0.08316008316008316,0.7484407484407485,0.16839916839916838,0.0,2.517902517902518,12.111111111111112,1.3456790123456792,13.456790123456793
AH Duo krieltjes,https://www.ah.nl/producten/product/wi196698/ah-duo-krieltjes,2.19,800.0,g,A,18.0,2.2,0.3,0.0,83.5,668.0,17.6,144.0,2.4,0.0,0.10538922155688624,0.8622754491017964,0.03233532934131736,0.0,3.2784431137724552,12.443181818181817,1.5208333333333333,91.25
AH Gebroken sperziebonen,https://www.ah.nl/producten/product/wi823/ah-gebroken-sperziebonen,0.95,340.0,g,A,2.6,1.5,0.1,0.0,17.299999999999997,58.81999999999999,5.1,8.84,0.34,0.0,0.3468208092485549,0.6011560693641619,0.052023121387283246,0.0,16.15096905814349,18.627450980392158,10.74660633484163,279.4117647058823
Bonduelle Broccoliroosjes,https://www.ah.nl/producten/product/wi162734/bonduelle-broccoliroosjes,1.99,300.0,g,A,2.4,2.0,0.4,0.0,21.200000000000003,63.60000000000001,6.0,7.2,1.2,0.0,0.3773584905660377,0.45283018867924524,0.16981132075471694,0.0,31.289308176100626,33.166666666666664,27.63888888888889,165.83333333333334
AH Doosje met blauwe bes framboos,https://www.ah.nl/producten/product/wi170005/ah-doosje-met-blauwe-bes-framboos,2.39,250.0,g,A,7.1,0.8,0.3,0.0,34.3,85.75,2.0,17.75,0.75,0.0,0.09329446064139942,0.8279883381924198,0.07871720116618076,0.0,27.871720116618075,119.5,13.464788732394366,318.6666666666667
AH Romaine sla,https://www.ah.nl/producten/product/wi193245/ah-romaine-sla,2.49,200.0,g,A,1.2,1.2,0.3,0.0,12.299999999999999,24.6,2.4,2.4,0.6,0.0,0.39024390243902435,0.39024390243902435,0.2195121951219512,0.0,101.21951219512195,103.75000000000001,103.75000000000001,415.00000000000006
AH Kleine salade couscous hummus,https://www.ah.nl/producten/product/wi435122/ah-kleine-salade-couscous-hummus,2.89,200.0,g,B,14.0,4.7,13.0,0.0,191.8,383.6,9.4,28.0,26.0,0.0,0.09801876955161626,0.291970802919708,0.6100104275286756,0.0,7.533889468196037,30.74468085106383,10.321428571428571,11.115384615384615
Hak Gesneden bladspinazie,https://www.ah.nl/producten/product/wi213919/hak-gesneden-bladspinazie,2.19,330.0,g,A,0.7,2.9,0.9,0.0,22.5,74.25,9.57,2.3099999999999996,2.97,0.0,0.5155555555555555,0.12444444444444443,0.36,0.0,29.494949494949495,22.88401253918495,94.80519480519482,73.73737373737373
AH Peulen,https://www.ah.nl/producten/product/wi504990/ah-peulen,2.09,250.0,g,A,5.0,2.0,0.0,0.0,28.0,70.0,5.0,12.5,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,29.857142857142858,41.8,16.72,inf
AH Kikkererwten 0% klein,https://www.ah.nl/producten/product/wi167874/ah-kikkererwten-0-klein,0.99,200.0,g,A,14.0,6.5,2.7,0.0,106.3,212.6,13.0,28.0,5.4,0.0,0.24459078080903104,0.5268109125117592,0.2285983066792098,0.0,4.656632173095014,7.615384615384615,3.5357142857142856,18.333333333333332
AH Stoom krieltjes vastkokend,https://www.ah.nl/producten/product/wi111314/ah-stoom-krieltjes-vastkokend,1.59,500.0,g,A,19.0,2.0,0.0,0.0,84.0,420.0,10.0,95.0,0.0,0.0,0.09523809523809523,0.9047619047619048,0.0,0.0,3.7857142857142856,15.9,1.6736842105263159,inf
AH Rauwkost Amsterdamse ui,https://www.ah.nl/producten/product/wi216034/ah-rauwkost-amsterdamse-ui,2.19,150.0,g,A,4.3,1.7,0.4,0.0,27.6,41.4,2.55,6.45,0.6,0.0,0.24637681159420288,0.6231884057971014,0.13043478260869565,0.0,52.89855072463768,85.88235294117648,33.95348837209302,365.0
AH Zwarte bonen,https://www.ah.nl/producten/product/wi188265/ah-zwarte-bonen,1.35,400.0,g,A,15.0,7.1,0.6,0.0,93.80000000000001,375.20000000000005,28.4,60.0,2.4,0.0,0.30277185501066095,0.6396588486140724,0.05756929637526651,0.0,3.5980810234541574,4.753521126760564,2.25,56.25
AH Wokgroente Japans sojabonen gele wortel,https://www.ah.nl/producten/product/wi378687/ah-wokgroente-japans-sojabonen-gele-wortel,2.99,400.0,g,A,3.2,2.8,1.0,0.0,33.0,132.0,11.2,12.8,4.0,0.0,0.33939393939393936,0.3878787878787879,0.2727272727272727,0.0,22.651515151515152,26.696428571428573,23.359375,74.75
AH Doosje met aardbeien,https://www.ah.nl/producten/product/wi162673/ah-doosje-met-aardbeien,1.49,225.0,g,A,5.8,0.7,0.4,0.0,29.6,66.6,1.575,13.05,0.9,0.0,0.0945945945945946,0.7837837837837839,0.12162162162162163,0.0,22.372372372372375,94.60317460317461,11.417624521072796,165.55555555555554
AH Sperziebonen fijn heel,https://www.ah.nl/producten/product/wi39619/ah-sperziebonen-fijn-heel,1.19,450.0,g,A,5.1,2.4,0.2,0.0,31.8,143.1,10.8,22.95,0.9,0.0,0.30188679245283023,0.6415094339622641,0.05660377358490566,0.0,8.315863032844165,11.018518518518517,5.185185185185185,132.22222222222223
AH Rozemarijn,https://www.ah.nl/producten/product/wi238972/ah-rozemarijn,1.19,15.0,g,A,21.0,3.3,4.9,0.0,141.3,21.195,0.495,3.15,0.735,0.0,0.09341825902335456,0.5944798301486199,0.31210191082802546,0.0,56.14531729181411,240.40404040404042,37.77777777777778,161.9047619047619
AH Sereh,https://www.ah.nl/producten/product/wi410261/ah-sereh,1.09,50.0,g,A,25.0,1.8,0.3,0.0,109.9,54.95,0.9,12.5,0.15,0.0,0.06551410373066424,0.9099181073703366,0.024567788898999087,0.0,19.836214740673338,121.11111111111113,8.72,726.6666666666667
AH Rode kool met appel,https://www.ah.nl/producten/product/wi58367/ah-rode-kool-met-appel,0.99,660.0,g,A,10.0,0.9,0.2,0.0,45.4,299.64,5.94,66.0,1.32,0.0,0.07929515418502203,0.881057268722467,0.039647577092511016,0.0,3.3039647577092515,16.666666666666664,1.5,75.0
AH Gebroken sperziebonen,https://www.ah.nl/producten/product/wi822/ah-gebroken-sperziebonen,1.09,660.0,g,A,3.9,1.7,0.2,0.0,24.2,159.72,11.22,25.74,1.32,0.0,0.2809917355371901,0.6446280991735537,0.0743801652892562,0.0,6.824442774855998,9.714795008912656,4.2346542346542355,82.57575757575758
AH Vers sap sinaasappel banaan,https://www.ah.nl/producten/product/wi60528/ah-vers-sap-sinaasappel-banaan,2.29,500.0,ml,C,11.0,0.8,0.0,0.0,47.2,236.0,4.0,55.0,0.0,0.0,0.06779661016949153,0.9322033898305084,0.0,0.0,9.703389830508474,57.25,4.163636363636364,inf
AH Zachte pruimen zonder pit,https://www.ah.nl/producten/product/wi396925/ah-zachte-pruimen-zonder-pit,2.29,250.0,g,B,57.0,2.0,0.4,0.0,239.6,599.0,5.0,142.5,1.0,0.0,0.0333889816360601,0.9515859766277128,0.015025041736227046,0.0,3.8230383973288813,45.8,1.6070175438596492,229.0
AH Aardappelschijfjes,https://www.ah.nl/producten/product/wi196691/ah-aardappelschijfjes,0.75,200.0,g,A,18.0,2.2,0.3,0.0,83.5,167.0,4.4,36.0,0.6,0.0,0.10538922155688624,0.8622754491017964,0.03233532934131736,0.0,4.491017964071856,17.045454545454543,2.0833333333333335,125.0
Bonduelle Rode kidneybonen,https://www.ah.nl/producten/product/wi195555/bonduelle-rode-kidneybonen,1.19,160.0,g,A,13.9,7.7,0.6,0.0,91.80000000000001,146.88000000000002,12.32,22.24,0.96,0.0,0.33551198257080606,0.605664488017429,0.0588235294117647,0.0,8.101851851851851,9.659090909090908,5.350719424460432,123.95833333333334
AH Kleine bloemkool,https://www.ah.nl/producten/product/wi197296/ah-kleine-bloemkool,1.79,250.0,g,A,2.9,1.9,0.2,0.0,21.0,52.5,4.75,7.25,0.5,0.0,0.3619047619047619,0.5523809523809524,0.08571428571428572,0.0,34.095238095238095,37.68421052631579,24.689655172413794,358.0
Hak Witte bonen,https://www.ah.nl/producten/product/wi202197/hak-witte-bonen,2.29,365.0,g,A,13.4,7.8,1.0,0.0,93.8,342.37,28.47,48.91,3.65,0.0,0.3326226012793177,0.5714285714285714,0.09594882729211088,0.0,6.688670152174548,8.043554618897085,4.682069106522184,62.73972602739726
AH Vers sap appel peer framboos,https://www.ah.nl/producten/product/wi104114/ah-vers-sap-appel-peer-framboos,2.29,500.0,ml,C,10.0,0.3,0.0,0.0,41.2,206.0,1.5,50.0,0.0,0.0,0.02912621359223301,0.970873786407767,0.0,0.0,11.116504854368932,152.66666666666666,4.58,inf
AH Biologisch Rucola veldsla melange,https://www.ah.nl/producten/product/wi435436/ah-biologisch-rucola-veldsla-melange,2.19,100.0,g,A,0.3,3.1,0.3,0.0,16.3,16.3,3.1,0.3,0.3,0.0,0.7607361963190183,0.07361963190184048,0.1656441717791411,0.0,134.35582822085888,70.64516129032258,730.0,730.0
AH Biologisch Shiitake,https://www.ah.nl/producten/product/wi525265/ah-biologisch-shiitake,1.99,125.0,g,A,6.8,2.2,0.5,0.0,40.5,50.625,2.75,8.5,0.625,0.0,0.21728395061728395,0.671604938271605,0.1111111111111111,0.0,39.30864197530864,72.36363636363636,23.41176470588235,318.4
AH Biologisch Zuurkool naturel,https://www.ah.nl/producten/product/wi51774/ah-biologisch-zuurkool-naturel,1.39,520.0,g,A,1.0,1.0,0.0,0.0,8.0,41.6,5.2,5.2,0.0,0.0,0.5,0.5,0.0,0.0,33.41346153846154,26.73076923076923,26.73076923076923,inf
AH Witte bonen in tomatensaus,https://www.ah.nl/producten/product/wi805/ah-witte-bonen-in-tomatensaus,0.75,360.0,g,A,13.0,4.2,0.5,0.0,73.3,263.88,15.12,46.8,1.8,0.0,0.2291950886766712,0.7094133697135061,0.061391541609822645,0.0,2.842201000454752,4.9603174603174605,1.6025641025641026,41.666666666666664
AH Jonge bladsla met rucola,https://www.ah.nl/producten/product/wi133238/ah-jonge-bladsla-met-rucola,1.59,100.0,g,A,0.2,1.8,0.4,0.0,11.6,11.6,1.8,0.2,0.4,0.0,0.6206896551724138,0.06896551724137931,0.3103448275862069,0.0,137.0689655172414,88.33333333333333,795.0,397.5
AH Spinazie a la creme,https://www.ah.nl/producten/product/wi162712/ah-spinazie-a-la-creme,1.21,750.0,g,A,3.1,1.8,2.2,0.0,39.400000000000006,295.50000000000006,13.5,23.25,16.500000000000004,0.0,0.182741116751269,0.31472081218274106,0.5025380710659898,0.0,4.094754653130287,8.962962962962964,5.204301075268817,7.333333333333332
Bonduelle Gebroken sperzieboontjes fijn,https://www.ah.nl/producten/product/wi216289/bonduelle-gebroken-sperzieboontjes-fijn,0.89,200.0,g,A,3.8,1.6,0.4,0.0,25.200000000000003,50.400000000000006,3.2,7.6,0.8,0.0,0.25396825396825395,0.603174603174603,0.14285714285714285,0.0,17.658730158730158,27.8125,11.710526315789474,111.25
AH Broccoli rijst,https://www.ah.nl/producten/product/wi399570/ah-broccoli-rijst,2.0,400.0,g,A,0.8,2.9,0.7,0.0,21.1,84.4,11.6,3.2,2.8,0.0,0.5497630331753554,0.15165876777251186,0.2985781990521327,0.0,23.696682464454973,17.24137931034483,62.5,71.42857142857143
Hak Gesneden bonen,https://www.ah.nl/producten/product/wi203283/hak-gesneden-bonen,1.85,340.0,g,A,2.2,1.8,0.4,0.0,19.6,66.64000000000001,6.12,7.480000000000001,1.36,0.0,0.3673469387755101,0.4489795918367347,0.18367346938775506,0.0,27.761104441776705,30.22875816993464,24.73262032085561,136.02941176470588
AH Verse Vlaamse friet met schil,https://www.ah.nl/producten/product/wi497404/ah-verse-vlaamse-friet-met-schil,1.89,1000.0,g,A,23.0,2.5,4.0,0.0,138.0,1380.0,25.0,230.0,40.0,0.0,0.07246376811594203,0.6666666666666666,0.2608695652173913,0.0,1.3695652173913044,7.56,0.8217391304347826,4.725
AH Stoom krieltjes mix vastkokend,https://www.ah.nl/producten/product/wi482839/ah-stoom-krieltjes-mix-vastkokend,1.59,500.0,g,A,19.0,2.0,0.0,0.0,84.0,420.0,10.0,95.0,0.0,0.0,0.09523809523809523,0.9047619047619048,0.0,0.0,3.7857142857142856,15.9,1.6736842105263159,inf
Bonduelle Zwarte bonen,https://www.ah.nl/producten/product/wi208646/bonduelle-zwarte-bonen,1.29,200.0,g,A,13.1,7.3,1.1,0.0,91.5,183.0,14.6,26.2,2.2,0.0,0.3191256830601093,0.5726775956284152,0.10819672131147541,0.0,7.049180327868853,8.835616438356164,4.923664122137405,58.63636363636363
AH Shanghai paksoi,https://www.ah.nl/producten/product/wi395577/ah-shanghai-paksoi,1.99,302.0,g,A,1.4,1.0,0.2,0.0,11.4,34.428000000000004,3.02,4.228,0.6040000000000001,0.0,0.3508771929824561,0.4912280701754385,0.15789473684210525,0.0,57.8017892413152,65.89403973509934,47.067171239356675,329.47019867549665
PROPER Sea salt lentil chips,https://www.ah.nl/producten/product/wi460300/proper-sea-salt-lentil-chips,2.29,85.0,g,,63.6,9.7,20.8,0.0,480.4,408.34,8.245,54.06,17.68,0.0,0.08076602830974187,0.5295587010824314,0.38967527060782686,0.0,5.608071704951756,27.774408732565195,4.236034036256012,12.952488687782806
CêlaVíta Oma's vastkokende aardappelen,https://www.ah.nl/producten/product/wi208765/celavita-oma-s-vastkokende-aardappelen,1.79,500.0,g,,18.0,2.0,0.3,0.0,82.7,413.5,10.0,90.0,1.5,0.0,0.09673518742442563,0.8706166868198307,0.032648125755743655,0.0,4.3288996372430475,17.9,1.988888888888889,119.33333333333333
AH Champignon schijfjes,https://www.ah.nl/producten/product/wi60036/ah-champignon-schijfjes,0.63,280.0,g,A,0.2,2.1,0.4,0.0,12.8,35.84,5.88,0.56,1.12,0.0,0.6562499999999999,0.0625,0.28125,0.0,17.578125,10.714285714285715,112.49999999999999,56.24999999999999
Bonduelle Crispy maïs 2 mini's voor salades,https://www.ah.nl/producten/product/wi401382/bonduelle-crispy-mais-2-mini-s-voor-salades,1.99,150.0,g,A,10.5,2.7,1.4,0.0,65.39999999999999,98.09999999999998,4.05,15.75,2.1,0.0,0.16513761467889912,0.6422018348623855,0.19266055045871566,0.0,20.28542303771662,49.135802469135804,12.634920634920634,94.76190476190476
Hak Spinazie met room,https://www.ah.nl/producten/product/wi213920/hak-spinazie-met-room,2.29,345.0,g,A,2.0,2.5,2.1,0.0,36.900000000000006,127.30500000000002,8.625,6.9,7.245,0.0,0.27100271002710025,0.2168021680216802,0.5121951219512194,0.0,17.988295824987233,26.55072463768116,33.188405797101446,31.608005521048998
AH Biologisch Boerenkool,https://www.ah.nl/producten/product/wi135521/ah-biologisch-boerenkool,2.69,150.0,g,A,1.6,3.0,0.6,0.0,23.799999999999997,35.699999999999996,4.5,2.4,0.9,0.0,0.504201680672269,0.26890756302521013,0.22689075630252103,0.0,75.35014005602241,59.77777777777778,112.08333333333334,298.88888888888886
AH Jong bladsla veldsla kleinverpakking,https://www.ah.nl/producten/product/wi435438/ah-jong-bladsla-veldsla-kleinverpakking,1.29,50.0,g,A,0.4,2.0,0.3,0.0,12.299999999999999,6.15,1.0,0.2,0.15,0.0,0.6504065040650406,0.13008130081300812,0.2195121951219512,0.0,209.7560975609756,129.0,645.0,860.0
AH Partjes mandarijn op sap,https://www.ah.nl/producten/product/wi852/ah-partjes-mandarijn-op-sap,1.69,300.0,g,A,9.6,0.8,0.0,0.0,41.6,124.8,2.4,28.8,0.0,0.0,0.07692307692307693,0.9230769230769231,0.0,0.0,13.541666666666668,70.41666666666667,5.868055555555555,inf
AH Haricots verts,https://www.ah.nl/producten/product/wi53313/ah-haricots-verts,1.99,150.0,g,A,5.0,2.0,0.4,0.0,31.6,47.4,3.0,7.5,0.6,0.0,0.25316455696202533,0.6329113924050633,0.11392405063291139,0.0,41.9831223628692,66.33333333333333,26.533333333333335,331.6666666666667
AH Biologisch Vastkokend,https://www.ah.nl/producten/product/wi127726/ah-biologisch-vastkokend,2.39,1000.0,g,A,19.0,2.0,0.0,0.0,84.0,840.0,20.0,190.0,0.0,0.0,0.09523809523809523,0.9047619047619048,0.0,0.0,2.8452380952380953,11.95,1.2578947368421052,inf
AH Biologisch Sjalotten,https://www.ah.nl/producten/product/wi162461/ah-biologisch-sjalotten,1.59,250.0,g,A,6.6,1.2,0.1,0.0,32.1,80.25,3.0,16.5,0.25,0.0,0.14953271028037382,0.822429906542056,0.028037383177570093,0.0,19.813084112149532,53.0,9.636363636363637,636.0
Iglo Spinazie fijn gehakt,https://www.ah.nl/producten/product/wi226439/iglo-spinazie-fijn-gehakt,1.69,750.0,g,A,0.5,3.1,0.5,0.0,18.9,141.74999999999997,23.25,3.75,3.75,0.0,0.6560846560846563,0.10582010582010584,0.23809523809523814,0.0,11.922398589065258,7.268817204301075,45.06666666666667,45.06666666666667
AH Smoothie magnesium rood fruit bessen,https://www.ah.nl/producten/product/wi440502/ah-smoothie-magnesium-rood-fruit-bessen,0.99,250.0,ml,C,10.0,0.6,0.3,0.0,45.1,112.75,1.5,25.0,0.75,0.0,0.05321507760532151,0.8869179600886918,0.0598669623059867,0.0,8.78048780487805,66.0,3.96,132.0
AH Vers sap ananas meloen mango,https://www.ah.nl/producten/product/wi67839/ah-vers-sap-ananas-meloen-mango,2.29,500.0,ml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,inf,inf,inf,inf
AH Paddenstoelen voor risotto,https://www.ah.nl/producten/product/wi462698/ah-paddenstoelen-voor-risotto,2.99,200.0,g,A,3.9,2.5,0.3,0.0,28.3,56.6,5.0,7.8,0.6,0.0,0.35335689045936397,0.5512367491166077,0.09540636042402825,0.0,52.82685512367491,59.8,38.333333333333336,498.33333333333337
Hak Bruine bonen uit Zeeland,https://www.ah.nl/producten/product/wi365961/hak-bruine-bonen-uit-zeeland,2.39,720.0,g,A,15.6,6.0,0.7,0.0,92.7,667.44,43.2,112.32,5.039999999999999,0.0,0.2588996763754045,0.6731391585760517,0.06796116504854367,0.0,3.580846218386671,5.532407407407407,2.127849002849003,47.42063492063493
AH Aardappelpartjes provencaals gekruid,https://www.ah.nl/producten/product/wi133274/ah-aardappelpartjes-provencaals-gekruid,1.59,450.0,g,B,18.0,2.0,0.3,0.0,82.7,372.15,9.0,81.0,1.35,0.0,0.09673518742442565,0.8706166868198307,0.032648125755743655,0.0,4.272470777912132,17.666666666666668,1.962962962962963,117.77777777777777
