Category,Price,Product,Subtitle,NutriScore,Vegan,Vegetarian,Url,Alcohol,Calcium,Protein,Energy,Folate,Iron,Iodine,Carbohydrates,Copper,Magnesium,Manganese,Sodium,Potassium,Fat,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin E,Vitamin H,Vitamin K,Fiber,Monounsaturated Fat,Polyunsaturated Fat,Unsaturated Fat,Sugars,Saturated Fat,Zinc,Salt
frisdrank-sappen-koffie-thee,3.35,Chocomel Chocolademelk halfvol,"6 x 200 mlPrijs per LT € 2,79",Nutri-Score B,False,False,https://www.ah.nl/producten/product/wi136247/chocomel-chocolademelk-halfvol,,105 mg,3.5 g,294 kJ (70 kcal),,,,9.8 g,,,,,,1.6 g,,,,,,,,,,,,,,,,,1.1 g,,
frisdrank-sappen-koffie-thee,0.99,AH Smoothie magnesium rood fruit bessen,"250 mlPrijs per LT € 3,96",Nutri-Score C,True,True,https://www.ah.nl/producten/product/wi440502/ah-smoothie-magnesium-rood-fruit-bessen,,,0.6 g,202 kJ (48 kcal),,,,10 g,,30 mg,,,,0.3 g,,,,,,,,,,,,1.3 g,,,0.2 g,,0.1 g,,
frisdrank-sappen-koffie-thee,2.39,Wicky Aardbei 10-pack,"10 x 200 mlPrijs per LT € 1,20",,False,False,https://www.ah.nl/producten/product/wi130298/wicky-aardbei-10-pack,,,< 0.1 g,102 kJ (24 kcal),,,,5.8 g,,,,,,< 0.1 g,,,,,,,,,0.9 mg,,,,,,,,0 g,,
frisdrank-sappen-koffie-thee,3.19,Van de Boom Rood fruit siroop,"0,75 lPrijs per LT € 4,25",,False,False,https://www.ah.nl/producten/product/wi436040/van-de-boom-rood-fruit-siroop,,,0 g,1057 kJ (249 kcal),,,,60 g,,,,,,0 g,,,,,9.6 mg,3.6 mg,0.84 mg,48 mg,7.2 mg,,,0 g,,,,,0 g,,
frisdrank-sappen-koffie-thee,1.99,Appelsientje Appel mango bio,"0,75 lPrijs per LT € 2,65",,False,False,https://www.ah.nl/producten/product/wi454469/appelsientje-appel-mango-bio,,,0.1 g,195 kJ (47 kcal),,,,11.1 g,,,,,,0 g,,,,,,,,,,,,0.2 g,,,,,0 g,,
frisdrank-sappen-koffie-thee,2.75,Innocent Super smoothie Energise,"300 mlPrijs per LT € 9,17",,False,False,https://www.ah.nl/producten/product/wi475889/innocent-super-smoothie-energise,,,0.6 g,221 kJ (52 kcal),,,,12 g,,,,,,0 g,,0.33 mg,,0.38 mg,2.5 mg,,0.41 mg,17 mg,4.1 mg,,,0.8 g,,,,,0 g,,
frisdrank-sappen-koffie-thee,2.49,De Appelaere Appelsap,"750 mlPrijs per LT € 3,32",,False,False,https://www.ah.nl/producten/product/wi195824/de-appelaere-appelsap,,,0.1 g,194 kJ (46 kcal),,,,11 g,,,,,,0.1 g,,,,,,,,6 mg,,,,0.2 g,,,,,< 0.1 g,,
frisdrank-sappen-koffie-thee,0.85,Old Jamaica Ginger beer soda,"330 mlPrijs per LT € 2,58",,False,False,https://www.ah.nl/producten/product/wi195830/old-jamaica-ginger-beer-soda,,,< 0.5 g,260 kJ (61 kcal),,,,15 g,,,,,,< 0.5 g,,,,,,,,,,,,,,,,,< 0.1 g,,
frisdrank-sappen-koffie-thee,2.29,Vifit Drinkyoghurt aardbei,"1 lPrijs per LT € 2,29",,False,False,https://www.ah.nl/producten/product/wi202220/vifit-drinkyoghurt-aardbei,,100 mg,3.1 g,213 kJ (50 kcal),,,,6.5 g,,,,,,0.8 g,,,20 µg,0.14 mg,,,0.14 mg,,,,,,,,,,0.5 g,,
frisdrank-sappen-koffie-thee,2.29,AH Sap mango sinaasappel appel,"500 mlPrijs per LT € 4,58",Nutri-Score C,False,True,https://www.ah.nl/producten/product/wi430627/ah-sap-mango-sinaasappel-appel,,,0.4 g,178 kJ (42 kcal),,,,9.6 g,,,,,,0 g,,,,,,,,28 mg,,,,1 g,,,0 g,,0 g,,
frisdrank-sappen-koffie-thee,2.89,Dixap Appel,"500 mlPrijs per LT € 5,78",,False,False,https://www.ah.nl/producten/product/wi37598/dixap-appel,,,< 0.5 g,1457 kJ (348 kcal),,,,85.7 g,,,,,,0 g,,,,,,,,,,,,,,,,,0 g,,
